Max_Tem,Avg_Tem,Avg_S_Pressure,Avg_Visibility,Max_Wind,Max_SWind,Avg_Wind,Sum_Rain,heat_wave_strength,week_index,Avg_humudity,Week_ending
84.0,69.58571428571429,14.285714285714286,9.585714285714285,999.9,15.9,5.828571428571428,1.5900000000000003,0,105,2.573133571545017,2016-01-09
84.0,67.75714285714287,15.657142857142857,9.27142857142857,999.9,20.0,6.214285714285714,2.16,0,106,2.5508951179212223,2016-01-16
79.0,64.6,16.67142857142857,9.757142857142856,999.9,24.1,8.428571428571429,1.17,0,107,2.267116607336231,2016-01-23
82.0,65.1,17.52857142857143,9.557142857142859,999.9,15.9,7.142857142857143,2.6399999999999997,0,108,2.3978449240206925,2016-01-30
81.0,71.81428571428572,17.62857142857143,9.599999999999998,999.9,15.9,6.9142857142857155,0.99,0,109,2.619464596342994,2016-02-06
79.0,60.957142857142856,19.95714285714286,9.857142857142858,999.9,13.0,6.157142857142858,0.49,0,110,2.1398206122534495,2016-02-13
80.1,70.11428571428571,19.585714285714285,9.828571428571427,999.9,18.1,8.142857142857142,0.7,0,111,2.262524761408037,2016-02-20
86.0,70.0,17.214285714285715,9.842857142857143,999.9,18.1,8.22857142857143,0.72,0,112,2.314843208008703,2016-02-27
84.9,71.42857142857143,17.985714285714288,9.985714285714286,999.9,15.0,5.328571428571428,0.0,0,113,2.3441963725011283,2016-03-05
84.0,74.17142857142858,20.714285714285715,9.985714285714286,33.0,21.0,12.042857142857143,0.01,0,114,2.308863430857793,2016-03-12
89.1,77.62857142857142,15.22857142857143,9.642857142857142,999.9,17.1,5.585714285714286,0.01,0,115,2.557464120933755,2016-03-19
88.0,74.10000000000001,17.6,9.971428571428572,24.1,17.1,8.82857142857143,0.23,0,116,2.4199007447605583,2016-03-26
91.0,79.04285714285716,15.700000000000003,9.87142857142857,24.1,17.1,7.714285714285714,0.37,0,117,2.670385322957023,2016-04-02
91.0,74.94285714285715,15.942857142857141,9.87142857142857,999.9,20.0,6.171428571428572,0.15000000000000002,0,118,2.34262905345633,2016-04-09
87.1,75.79999999999998,16.67142857142857,9.928571428571429,24.1,18.1,7.542857142857143,0.9,0,119,2.343889663401792,2016-04-16
89.1,75.64285714285714,17.1,10.0,24.1,15.9,9.614285714285714,0.04,0,120,2.2935134342173655,2016-04-23
89.1,78.1,13.642857142857144,10.0,22.0,17.1,8.142857142857142,0.0,0,121,2.398605753288885,2016-04-30
90.0,77.01428571428572,11.942857142857145,9.428571428571429,999.9,15.9,8.2,4.0600000000000005,0,122,2.4053988384472436,2016-05-07
90.0,78.3,17.485714285714288,10.0,999.9,15.9,6.8,0.0,0,123,2.27762855235614,2016-05-14
93.0,80.9857142857143,15.885714285714286,9.799999999999999,999.9,15.9,6.528571428571428,2.44,0,124,2.665798535122323,2016-05-21
93.0,80.51428571428572,15.328571428571431,9.87142857142857,999.9,15.9,6.671428571428572,1.98,0,125,2.470615283980635,2016-05-28
90.0,81.57142857142857,14.942857142857141,9.942857142857145,999.9,15.9,5.457142857142857,0.17,0,126,2.613613296804531,2016-06-04
91.9,82.21428571428571,13.385714285714284,9.671428571428573,26.0,18.1,7.028571428571429,2.6799999999999997,0,127,2.757480434855913,2016-06-11
95.0,83.21428571428571,15.671428571428573,9.842857142857143,999.9,22.9,5.257142857142857,1.6800000000000002,0,128,2.63106659595254,2016-06-18
95.0,82.32857142857142,17.67142857142857,9.785714285714286,999.9,17.1,6.871428571428571,2.1199999999999997,0,129,2.6391250663923578,2016-06-25
91.0,82.38571428571429,16.242857142857144,9.828571428571427,999.9,13.0,4.2714285714285705,3.23,0,130,2.686142990433697,2016-07-02
91.9,85.57142857142857,18.785714285714285,9.971428571428572,999.9,12.0,5.8,0.10999999999999999,1,131,2.638221299579212,2016-07-09
93.0,84.92857142857144,17.642857142857142,9.857142857142858,999.9,22.0,6.857142857142857,1.02,3,132,2.622401374250427,2016-07-16
91.9,84.17142857142856,17.857142857142858,9.87142857142857,999.9,20.0,8.17142857142857,0.92,1,133,2.642993871302792,2016-07-23
93.0,84.41428571428573,16.52857142857143,9.914285714285715,999.9,14.0,6.014285714285714,0.96,0,134,2.625409555063509,2016-07-30
93.0,84.08571428571429,16.214285714285715,9.514285714285714,31.1,18.1,7.299999999999999,5.55,0,135,2.679803227156555,2016-08-06
91.9,82.38571428571429,15.928571428571429,9.857142857142858,24.1,15.9,5.314285714285715,3.9299999999999997,0,136,2.807553891669611,2016-08-13
93.0,84.05714285714286,16.885714285714283,9.828571428571427,999.9,17.1,6.971428571428571,1.2900000000000003,0,137,2.7231766093513614,2016-08-20
93.9,85.71428571428571,15.028571428571428,9.971428571428572,999.9,15.9,6.0,0.44,2,138,2.683353059893246,2016-08-27
93.0,82.62857142857142,13.057142857142855,9.528571428571428,39.0,27.0,8.614285714285714,2.84,0,139,2.8282093932415324,2016-09-03
91.0,82.6857142857143,16.557142857142857,9.871428571428572,999.9,22.0,5.628571428571428,1.2000000000000002,0,140,2.774093642949468,2016-09-10
91.9,83.47142857142858,15.171428571428573,9.971428571428572,999.9,14.0,5.0,0.47000000000000003,0,141,2.7257343724854275,2016-09-17
91.9,82.10000000000001,14.185714285714287,9.785714285714286,999.9,24.1,2.9714285714285715,2.35,0,142,2.7667664918151345,2016-09-24
91.9,81.02857142857144,14.9,9.77142857142857,999.9,17.1,4.2,2.26,0,143,2.7613142719655945,2016-10-01
91.9,83.82857142857142,8.042857142857143,9.757142857142856,999.9,19.0,7.3999999999999995,1.3,0,144,2.686672865862827,2016-10-08
91.9,81.8,14.842857142857143,9.87142857142857,27.0,17.1,8.242857142857144,0.16,0,145,2.4462142602751364,2016-10-15
88.0,79.54285714285716,11.914285714285715,9.62857142857143,999.9,19.0,7.328571428571428,4.31,0,146,2.4949596495805726,2016-10-22
86.0,77.0142857142857,17.585714285714285,9.528571428571428,36.9,22.0,9.557142857142859,2.08,0,147,2.3885484295671984,2016-10-29
84.9,76.84285714285716,16.314285714285713,9.671428571428573,999.9,19.0,7.385714285714285,1.73,0,148,2.5934554972456163,2016-11-05
82.9,74.77142857142857,17.2,9.9,999.9,18.1,5.5,0.49,0,149,2.4168639386168036,2016-11-12
82.0,73.2,15.47142857142857,9.957142857142857,999.9,15.0,4.942857142857143,0.22,0,150,2.380769450710681,2016-11-19
82.0,72.4,18.828571428571426,9.985714285714286,999.9,15.9,6.371428571428572,0.04,0,151,2.2784705803193117,2016-11-26
84.0,75.77142857142857,15.271428571428572,9.657142857142857,999.9,19.0,8.5,0.29,0,152,2.633215424081633,2016-12-03
87.1,75.38571428571429,17.071428571428573,8.828571428571427,999.9,15.0,7.314285714285712,0.93,0,153,2.7362741071600487,2016-12-10
87.1,76.01428571428572,18.62857142857143,9.6,999.9,19.0,6.714285714285714,0.93,0,154,2.6570606010241735,2016-12-17
87.1,77.75714285714285,21.214285714285715,9.442857142857141,999.9,17.1,7.414285714285714,0.2,0,155,2.617390952012981,2016-12-24
84.9,74.89999999999999,20.771428571428572,9.957142857142857,999.9,18.1,7.771428571428572,0.0,0,156,2.36733313445905,2016-12-31
87.1,76.51428571428572,15.85714285714286,9.314285714285715,999.9,18.1,6.714285714285714,0.85,0,157,2.5939805312102386,2017-01-07
82.0,69.47142857142858,26.042857142857144,9.857142857142858,24.1,19.0,9.828571428571427,0.65,0,158,2.2677766997730258,2017-01-14
84.0,74.97142857142856,19.057142857142857,9.971428571428572,999.9,15.9,6.257142857142858,0.04,0,159,2.375206439332333,2017-01-21
87.1,73.14285714285714,12.414285714285715,9.942857142857141,999.9,22.9,7.557142857142858,1.2,0,160,2.3465667189966615,2017-01-28
82.0,67.32857142857144,20.528571428571432,9.714285714285714,999.9,13.0,4.271428571428571,0.66,0,161,2.3015074082896123,2017-02-04
87.1,73.74285714285715,19.242857142857144,9.514285714285714,22.0,13.0,6.3999999999999995,0.0,0,162,2.484387776701267,2017-02-11
84.0,71.08571428571429,16.12857142857143,9.799999999999999,999.9,15.9,5.728571428571429,0.0,0,163,2.4593855882790736,2017-02-18
86.0,71.32857142857144,11.271428571428572,9.171428571428573,999.9,17.1,5.742857142857143,1.3,0,164,2.5910222916851486,2017-02-25
86.0,75.44285714285715,20.342857142857145,9.942857142857141,28.0,19.0,9.042857142857143,0.19,0,165,2.508923345204967,2017-03-04
86.0,72.92857142857143,22.428571428571427,10.0,35.0,21.0,10.200000000000001,0.0,0,166,2.268485679775428,2017-03-11
82.9,68.84285714285714,19.342857142857145,9.857142857142858,25.1,17.1,6.885714285714285,1.73,0,167,2.21362509024342,2017-03-18
85.1,72.02857142857144,20.142857142857142,9.842857142857143,999.9,19.0,7.428571428571429,1.76,0,168,2.2677609808281134,2017-03-25
88.0,76.58571428571429,15.485714285714284,9.942857142857141,22.0,17.1,6.514285714285715,0.43,0,169,2.415976152809704,2017-04-01
91.0,77.38571428571427,15.271428571428572,9.87142857142857,999.9,17.1,8.200000000000001,0.0,0,170,2.410077070770886,2017-04-08
84.0,75.34285714285716,18.914285714285715,9.971428571428572,25.1,20.0,9.771428571428572,0.06,0,171,2.267751177046789,2017-04-15
84.0,77.14285714285714,17.471428571428568,9.985714285714286,26.0,20.0,12.085714285714285,0.02,0,172,2.3447173847809712,2017-04-22
89.1,78.8,11.842857142857142,9.4,999.9,19.0,8.6,2.08,0,173,2.534726634919918,2017-04-29
88.0,80.04285714285713,13.87142857142857,9.928571428571429,26.0,20.0,10.171428571428569,0.61,0,174,2.4800164804695455,2017-05-06
93.0,79.08571428571429,14.928571428571429,9.971428571428572,999.9,15.0,5.414285714285713,0.0,0,175,2.2508005137523677,2017-05-13
93.0,82.5,14.0,9.799999999999999,27.0,20.0,10.728571428571428,1.42,0,176,2.5372841963168002,2017-05-20
95.0,83.35714285714286,14.442857142857141,9.814285714285713,999.9,17.1,7.814285714285714,0.65,0,177,2.572733354288278,2017-05-27
98.1,83.88571428571429,16.500000000000004,9.742857142857144,22.9,15.0,5.828571428571429,5.23,1,178,2.558885194120584,2017-06-03
91.9,80.07142857142857,11.799999999999999,9.514285714285714,999.9,22.9,5.814285714285714,5.709999999999999,0,179,2.76988771573104,2017-06-10
91.0,83.2,15.671428571428569,9.9,999.9,14.0,6.542857142857144,0.58,0,180,2.6663190303622835,2017-06-17
91.0,84.42857142857143,15.185714285714285,9.814285714285715,29.9,21.0,10.200000000000001,1.79,0,181,2.622317008289323,2017-06-24
91.9,85.21428571428571,16.914285714285715,9.971428571428572,999.9,14.0,6.285714285714286,2.67,1,182,2.582585742054753,2017-07-01
